year,month,report begin date,report end date,region,type_egg,price unit,environment,price avg
2023,September,9/23/2023,9/29/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.42
2023,September,9/23/2023,9/29/2023,National,Large White,Per Carton,Conventional,2.08
2023,September,9/23/2023,9/29/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.07
2023,September,9/23/2023,9/29/2023,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,September,9/23/2023,9/29/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.63
2023,September,9/23/2023,9/29/2023,NorthEast,Large Brown,Per Carton,USDA Organic,4.84
2023,September,9/23/2023,9/29/2023,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2023,September,9/23/2023,9/29/2023,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.21
2023,September,9/23/2023,9/29/2023,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",3
2023,September,9/23/2023,9/29/2023,NorthEast,Large White,Per Carton,Conventional,0.99
2023,September,9/23/2023,9/29/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.28
2023,September,9/23/2023,9/29/2023,NorthEast,Medium White,Per Carton,Conventional,1
2023,September,9/23/2023,9/29/2023,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2023,September,9/23/2023,9/29/2023,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.79
2023,September,9/23/2023,9/29/2023,SouthCentral,Large Brown,Per Carton,USDA Organic,5.33
2023,September,9/23/2023,9/29/2023,SouthCentral,Large White,Per Carton,"Cage-Free, USDA Organic",3.5
2023,September,9/23/2023,9/29/2023,SouthCentral,Large White,Per Carton,Conventional,1.99
2023,September,9/23/2023,9/29/2023,SouthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,September,9/23/2023,9/29/2023,SouthEast,Large Brown,Per Carton,USDA Organic,3.99
2023,September,9/23/2023,9/29/2023,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.02
2023,September,9/23/2023,9/29/2023,SouthEast,Large White,Per Carton,"Cage-Free, USDA Organic",3.06
2023,September,9/23/2023,9/29/2023,SouthEast,Large White,Per Carton,Conventional,1.49
2023,September,9/23/2023,9/29/2023,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.94
2023,September,9/23/2023,9/29/2023,SouthWest,Large White,Per Carton,"Cage-Free, USDA Organic",2.16
2023,September,9/23/2023,9/29/2023,SouthWest,Large White,Per Carton,Conventional,3.14
2023,October,10/7/2023,10/13/2023,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",1.88
2023,October,10/7/2023,10/13/2023,MidWest,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3
2023,October,10/7/2023,10/13/2023,MidWest,Large White,Per Carton,Conventional,1.46
2023,October,10/7/2023,10/13/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3
2023,October,10/7/2023,10/13/2023,National,Extra Large Brown,Per Carton,USDA Organic,6.07
2023,October,10/7/2023,10/13/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.76
2023,October,10/7/2023,10/13/2023,National,Large Brown,Per Carton,USDA Organic,4.87
2023,October,10/7/2023,10/13/2023,National,Extra Large White,Per Carton,Conventional,2
2023,October,10/7/2023,10/13/2023,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.29
2023,October,10/7/2023,10/13/2023,National,Large White,Per Carton,Conventional,1.87
2023,October,10/7/2023,10/13/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.81
2023,October,10/7/2023,10/13/2023,NorthEast,Extra Large Brown,Per Carton,USDA Organic,6.06
2023,October,10/7/2023,10/13/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.86
2023,October,10/7/2023,10/13/2023,NorthEast,Large Brown,Per Carton,USDA Organic,5.41
2023,October,10/7/2023,10/13/2023,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.33
2023,October,10/7/2023,10/13/2023,NorthEast,Large White,Per Carton,Conventional,1.49
2023,October,10/7/2023,10/13/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.27
2023,October,10/7/2023,10/13/2023,NorthWest,Large White,Per Carton,Conventional,2.49
2023,October,10/7/2023,10/13/2023,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/7/2023,10/13/2023,SouthCentral,Large White,Per Carton,Conventional,1.49
2023,October,10/7/2023,10/13/2023,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.62
2023,October,10/7/2023,10/13/2023,SouthEast,Extra Large Brown,Per Carton,USDA Organic,6.19
2023,October,10/7/2023,10/13/2023,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.83
2023,October,10/7/2023,10/13/2023,SouthEast,Large Brown,Per Carton,USDA Organic,4.01
2023,October,10/7/2023,10/13/2023,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.33
2023,October,10/7/2023,10/13/2023,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.01
2023,October,10/7/2023,10/13/2023,SouthWest,Extra Large White,Per Carton,Conventional,2
2023,October,10/7/2023,10/13/2023,SouthWest,Large White,Per Carton,Conventional,1.59
2023,October,10/7/2023,10/13/2023,SouthWest,Medium White,Per Carton,Conventional,1.39
2023,October,10/14/2023,10/20/2023,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.63
2023,October,10/14/2023,10/20/2023,MidWest,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/14/2023,10/20/2023,MidWest,Extra Large White,Per Carton,Conventional,1.27
2023,October,10/14/2023,10/20/2023,MidWest,Large White,Per Carton,Conventional,1.53
2023,October,10/14/2023,10/20/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.14
2023,October,10/14/2023,10/20/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.29
2023,October,10/14/2023,10/20/2023,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/14/2023,10/20/2023,National,Large Brown,Per Carton,USDA Organic,4.54
2023,October,10/14/2023,10/20/2023,National,Large Brown,Per Carton,Vegatarian-Fed,1.99
2023,October,10/14/2023,10/20/2023,National,Extra Large White,Per Carton,"Cage-Free, USDA Organic",2
2023,October,10/14/2023,10/20/2023,National,Extra Large White,Per Carton,Conventional,1.27
2023,October,10/14/2023,10/20/2023,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,October,10/14/2023,10/20/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.34
2023,October,10/14/2023,10/20/2023,National,Large White,Per Carton,Conventional,2.26
2023,October,10/14/2023,10/20/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.23
2023,October,10/14/2023,10/20/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2023,October,10/14/2023,10/20/2023,NorthEast,Large Brown,Per Carton,USDA Organic,4.99
2023,October,10/14/2023,10/20/2023,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,1.99
2023,October,10/14/2023,10/20/2023,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,October,10/14/2023,10/20/2023,NorthEast,Large White,Per Carton,Conventional,1.25
2023,October,10/14/2023,10/20/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.25
2023,October,10/14/2023,10/20/2023,NorthEast,Medium White,Per Carton,Conventional,1
2023,October,10/14/2023,10/20/2023,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.86
2023,October,10/14/2023,10/20/2023,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,October,10/14/2023,10/20/2023,SouthCentral,Large Brown,Per Carton,USDA Organic,4
2023,October,10/14/2023,10/20/2023,SouthCentral,Large White,Per Carton,Conventional,2.99
2023,October,10/14/2023,10/20/2023,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2023,October,10/14/2023,10/20/2023,SouthEast,Large Brown,Per Carton,USDA Organic,4.99
2023,October,10/14/2023,10/20/2023,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,October,10/14/2023,10/20/2023,SouthEast,Large White,Per Carton,"Cage-Free, USDA Organic",2.04
2023,October,10/14/2023,10/20/2023,SouthEast,Large White,Per Carton,Conventional,1.69
2023,October,10/14/2023,10/20/2023,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/14/2023,10/20/2023,SouthEast,Medium White,Per Carton,Conventional,1
2023,October,10/14/2023,10/20/2023,SouthWest,Large Brown,Per Carton,USDA Organic,4
2023,October,10/14/2023,10/20/2023,SouthWest,Extra Large White,Per Carton,"Cage-Free, USDA Organic",2
2023,October,10/14/2023,10/20/2023,SouthWest,Large White,Per Carton,"Cage-Free, USDA Organic",3.49
2023,October,10/14/2023,10/20/2023,SouthWest,Large White,Per Carton,Conventional,2.25
2023,October,10/14/2023,10/20/2023,SouthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.99
2023,October,10/21/2023,10/27/2023,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.56
2023,October,10/21/2023,10/27/2023,MidWest,Large White,Per Carton,"Cage-Free, USDA Organic",2.29
2023,October,10/21/2023,10/27/2023,MidWest,Large White,Per Carton,Conventional,1.05
2023,October,10/21/2023,10/27/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,October,10/21/2023,10/27/2023,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.5
2023,October,10/21/2023,10/27/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.92
2023,October,10/21/2023,10/27/2023,National,Large Brown,Per Carton,USDA Organic,4.97
2023,October,10/21/2023,10/27/2023,National,Large Brown,Per Carton,Vegatarian-Fed,2.5
2023,October,10/21/2023,10/27/2023,National,Extra Large White,Per Carton,"Cage-Free, USDA Organic",2
2023,October,10/21/2023,10/27/2023,National,Extra Large White,Per Carton,USDA Organic,4.99
2023,October,10/21/2023,10/27/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.94
2023,October,10/21/2023,10/27/2023,National,Large White,Per Carton,Conventional,1.14
2023,October,10/21/2023,10/27/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.94
2023,October,10/21/2023,10/27/2023,National,Large White,Per Carton,USDA Organic,3.99
2023,October,10/21/2023,10/27/2023,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.5
2023,October,10/21/2023,10/27/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2023,October,10/21/2023,10/27/2023,NorthEast,Large Brown,Per Carton,USDA Organic,4.89
2023,October,10/21/2023,10/27/2023,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2023,October,10/21/2023,10/27/2023,NorthEast,Extra Large White,Per Carton,USDA Organic,4.99
2023,October,10/21/2023,10/27/2023,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",3.49
2023,October,10/21/2023,10/27/2023,NorthEast,Large White,Per Carton,Conventional,1.5
2023,October,10/21/2023,10/27/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.46
2023,October,10/21/2023,10/27/2023,NorthEast,Large White,Per Carton,USDA Organic,3.99
2023,October,10/21/2023,10/27/2023,NorthWest,Large Brown,Per Carton,USDA Organic,4.86
2023,October,10/21/2023,10/27/2023,SouthCentral,Large Brown,Per Carton,USDA Organic,5.23
2023,October,10/21/2023,10/27/2023,SouthCentral,Large White,Per Carton,Conventional,0.97
2023,October,10/21/2023,10/27/2023,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.32
2023,October,10/21/2023,10/27/2023,SouthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.5
2023,October,10/21/2023,10/27/2023,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2023,October,10/21/2023,10/27/2023,SouthEast,Large Brown,Per Carton,USDA Organic,4.99
2023,October,10/21/2023,10/27/2023,SouthEast,Extra Large White,Per Carton,USDA Organic,4.99
2023,October,10/21/2023,10/27/2023,SouthEast,Large White,Per Carton,Conventional,1.64
2023,October,10/21/2023,10/27/2023,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.83
2023,October,10/21/2023,10/27/2023,SouthEast,Large White,Per Carton,USDA Organic,3.99
2023,October,10/21/2023,10/27/2023,SouthWest,Large Brown,Per Carton,USDA Organic,5.99
2023,October,10/21/2023,10/27/2023,SouthWest,Extra Large White,Per Carton,"Cage-Free, USDA Organic",2
2023,October,10/28/2023,11/3/2023,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.49
2023,October,10/28/2023,11/3/2023,MidWest,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/28/2023,11/3/2023,MidWest,Extra Large White,Per Carton,Conventional,1.29
2023,October,10/28/2023,11/3/2023,MidWest,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3
2023,October,10/28/2023,11/3/2023,MidWest,Large White,Per Carton,"Cage-Free, USDA Organic",2.55
2023,October,10/28/2023,11/3/2023,MidWest,Large White,Per Carton,Conventional,1.1
2023,October,10/28/2023,11/3/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.48
2023,October,10/28/2023,11/3/2023,MidWest,Large White,Per Carton,Vegatarian-Fed,2.97
2023,October,10/28/2023,11/3/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.4
2023,October,10/28/2023,11/3/2023,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),3.46
2023,October,10/28/2023,11/3/2023,National,Large Brown,Per Carton,USDA Organic,5.43
2023,October,10/28/2023,11/3/2023,National,Large Brown,Per Carton,Vegatarian-Fed,3.6
2023,October,10/28/2023,11/3/2023,National,Extra Large White,Per Carton,Conventional,1.29
2023,October,10/28/2023,11/3/2023,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3
2023,October,10/28/2023,11/3/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",3.41
2023,October,10/28/2023,11/3/2023,National,Large White,Per Carton,Conventional,1.23
2023,October,10/28/2023,11/3/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.15
2023,October,10/28/2023,11/3/2023,National,Large White,Per Carton,Vegatarian-Fed,3.28
2023,October,10/28/2023,11/3/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.15
2023,October,10/28/2023,11/3/2023,NorthEast,Large Brown,Per Carton,USDA Organic,5.37
2023,October,10/28/2023,11/3/2023,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,3.63
2023,October,10/28/2023,11/3/2023,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3
2023,October,10/28/2023,11/3/2023,NorthEast,Large White,Per Carton,Conventional,1.49
2023,October,10/28/2023,11/3/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.75
2023,October,10/28/2023,11/3/2023,NorthEast,Large White,Per Carton,Vegatarian-Fed,3.61
2023,October,10/28/2023,11/3/2023,NorthEast,Medium White,Per Carton,Conventional,0.99
2023,October,10/28/2023,11/3/2023,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.5
2023,October,10/28/2023,11/3/2023,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.45
2023,October,10/28/2023,11/3/2023,SouthCentral,Large Brown,Per Carton,Vegatarian-Fed,3.94
2023,October,10/28/2023,11/3/2023,SouthCentral,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/28/2023,11/3/2023,SouthCentral,Large White,Per Carton,"Cage-Free, USDA Organic",2.92
2023,October,10/28/2023,11/3/2023,SouthCentral,Large White,Per Carton,Conventional,1.15
2023,October,10/28/2023,11/3/2023,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,October,10/28/2023,11/3/2023,SouthCentral,Large White,Per Carton,Vegatarian-Fed,2.97
2023,October,10/28/2023,11/3/2023,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.49
2023,October,10/28/2023,11/3/2023,SouthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),3.99
2023,October,10/28/2023,11/3/2023,SouthEast,Large Brown,Per Carton,USDA Organic,5.49
2023,October,10/28/2023,11/3/2023,SouthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2023,October,10/28/2023,11/3/2023,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3
2023,October,10/28/2023,11/3/2023,SouthEast,Large White,Per Carton,"Cage-Free, USDA Organic",3.5
2023,October,10/28/2023,11/3/2023,SouthEast,Large White,Per Carton,Conventional,1.15
2023,October,10/28/2023,11/3/2023,SouthEast,Large White,Per Carton,Vegatarian-Fed,3
2023,October,10/28/2023,11/3/2023,SouthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.45
2023,October,10/28/2023,11/3/2023,SouthWest,Large White,Per Carton,"Cage-Free, USDA Organic",3.99
2023,October,10/28/2023,11/3/2023,SouthWest,Large White,Per Carton,Conventional,1.69
2023,October,10/28/2023,11/3/2023,SouthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/4/2023,11/10/2023,MidWest,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2023,November,11/4/2023,11/10/2023,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2023,November,11/4/2023,11/10/2023,MidWest,Large Brown,Per Carton,USDA Organic,5.08
2023,November,11/4/2023,11/10/2023,MidWest,Large White,Per Carton,Conventional,0.99
2023,November,11/4/2023,11/10/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.64
2023,November,11/4/2023,11/10/2023,MidWest,Medium White,Per Carton,Conventional,1.25
2023,November,11/4/2023,11/10/2023,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2023,November,11/4/2023,11/10/2023,National,Extra Large Brown,Per Carton,USDA Organic,4.99
2023,November,11/4/2023,11/10/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.98
2023,November,11/4/2023,11/10/2023,National,Large Brown,Per Carton,USDA Organic,5.15
2023,November,11/4/2023,11/10/2023,National,Large Brown,Per Carton,Vegatarian-Fed,4.28
2023,November,11/4/2023,11/10/2023,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,November,11/4/2023,11/10/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",3.3
2023,November,11/4/2023,11/10/2023,National,Large White,Per Carton,Conventional,2.33
2023,November,11/4/2023,11/10/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.54
2023,November,11/4/2023,11/10/2023,National,Large White,Per Carton,USDA Organic,5.99
2023,November,11/4/2023,11/10/2023,National,Large White,Per Carton,Vegatarian-Fed,3
2023,November,11/4/2023,11/10/2023,NorthEast,Extra Large Brown,Per Carton,USDA Organic,4.99
2023,November,11/4/2023,11/10/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",4.49
2023,November,11/4/2023,11/10/2023,NorthEast,Large Brown,Per Carton,USDA Organic,4.99
2023,November,11/4/2023,11/10/2023,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,November,11/4/2023,11/10/2023,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",2.6
2023,November,11/4/2023,11/10/2023,NorthEast,Large White,Per Carton,Conventional,1.72
2023,November,11/4/2023,11/10/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.62
2023,November,11/4/2023,11/10/2023,NorthEast,Medium White,Per Carton,Conventional,0.99
2023,November,11/4/2023,11/10/2023,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2023,November,11/4/2023,11/10/2023,SouthCentral,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2023,November,11/4/2023,11/10/2023,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.5
2023,November,11/4/2023,11/10/2023,SouthCentral,Large Brown,Per Carton,USDA Organic,5.48
2023,November,11/4/2023,11/10/2023,SouthCentral,Large Brown,Per Carton,Vegatarian-Fed,4.28
2023,November,11/4/2023,11/10/2023,SouthCentral,Large White,Per Carton,"Cage-Free, USDA Organic",3.97
2023,November,11/4/2023,11/10/2023,SouthCentral,Large White,Per Carton,Conventional,1.5
2023,November,11/4/2023,11/10/2023,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.66
2023,November,11/4/2023,11/10/2023,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.46
2023,November,11/4/2023,11/10/2023,SouthEast,Large Brown,Per Carton,USDA Organic,5.03
2023,November,11/4/2023,11/10/2023,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,November,11/4/2023,11/10/2023,SouthEast,Large White,Per Carton,"Cage-Free, USDA Organic",1.97
2023,November,11/4/2023,11/10/2023,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2023,November,11/4/2023,11/10/2023,SouthEast,Large White,Per Carton,Vegatarian-Fed,3
2023,November,11/4/2023,11/10/2023,SouthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.05
2023,November,11/4/2023,11/10/2023,SouthWest,Large Brown,Per Carton,USDA Organic,4.99
2023,November,11/4/2023,11/10/2023,SouthWest,Large White,Per Carton,"Cage-Free, USDA Organic",2.95
2023,November,11/4/2023,11/10/2023,SouthWest,Large White,Per Carton,Conventional,3.99
2023,November,11/4/2023,11/10/2023,SouthWest,Large White,Per Carton,USDA Organic,5.99
2023,November,11/11/2023,11/17/2023,MidWest,Large Brown,Per Carton,USDA Organic,3.99
2023,November,11/11/2023,11/17/2023,MidWest,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/11/2023,11/17/2023,MidWest,Large White,Per Carton,"Cage-Free, USDA Organic",2.65
2023,November,11/11/2023,11/17/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.81
2023,November,11/11/2023,11/17/2023,MidWest,Large White,Per Carton,Vegatarian-Fed,2.81
2023,November,11/11/2023,11/17/2023,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,November,11/11/2023,11/17/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.57
2023,November,11/11/2023,11/17/2023,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/11/2023,11/17/2023,National,Large Brown,Per Carton,USDA Organic,4.83
2023,November,11/11/2023,11/17/2023,National,Large Brown,Per Carton,Vegatarian-Fed,2.68
2023,November,11/11/2023,11/17/2023,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/11/2023,11/17/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.21
2023,November,11/11/2023,11/17/2023,National,Large White,Per Carton,Conventional,2.52
2023,November,11/11/2023,11/17/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.72
2023,November,11/11/2023,11/17/2023,National,Large White,Per Carton,Vegatarian-Fed,2.81
2023,November,11/11/2023,11/17/2023,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,November,11/11/2023,11/17/2023,NorthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/11/2023,11/17/2023,NorthEast,Large Brown,Per Carton,USDA Organic,4.17
2023,November,11/11/2023,11/17/2023,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2.68
2023,November,11/11/2023,11/17/2023,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/11/2023,11/17/2023,NorthEast,Large White,Per Carton,Conventional,1.99
2023,November,11/11/2023,11/17/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.69
2023,November,11/11/2023,11/17/2023,NorthEast,Medium White,Per Carton,Conventional,1
2023,November,11/11/2023,11/17/2023,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,November,11/11/2023,11/17/2023,NorthWest,Large Brown,Per Carton,USDA Organic,2.99
2023,November,11/11/2023,11/17/2023,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",1.99
2023,November,11/11/2023,11/17/2023,SouthCentral,Large Brown,Per Carton,USDA Organic,3.99
2023,November,11/11/2023,11/17/2023,SouthCentral,Large White,Per Carton,"Cage-Free, USDA Organic",2.33
2023,November,11/11/2023,11/17/2023,SouthCentral,Large White,Per Carton,Conventional,2.74
2023,November,11/11/2023,11/17/2023,SouthCentral,Large White,Per Carton,Vegatarian-Fed,2.66
2023,November,11/11/2023,11/17/2023,SouthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,November,11/11/2023,11/17/2023,SouthEast,Large Brown,Per Carton,USDA Organic,5.01
2023,November,11/11/2023,11/17/2023,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.68
2023,November,11/11/2023,11/17/2023,SouthEast,Large White,Per Carton,Vegatarian-Fed,2.99
2023,November,11/11/2023,11/17/2023,SouthWest,Large White,Per Carton,"Cage-Free, USDA Organic",1.98
2023,November,11/11/2023,11/17/2023,SouthWest,Large White,Per Carton,Conventional,3.99
2023,November,11/18/2023,11/24/2023,MidWest,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.97
2023,November,11/18/2023,11/24/2023,MidWest,Large Brown,Per Carton,USDA Organic,3.99
2023,November,11/18/2023,11/24/2023,MidWest,Large White,Per Carton,"Cage-Free, USDA Organic",2.85
2023,November,11/18/2023,11/24/2023,MidWest,Large White,Per Carton,Conventional,1.59
2023,November,11/18/2023,11/24/2023,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2023,November,11/18/2023,11/24/2023,National,Extra Large Brown,Per Carton,USDA Organic,3
2023,November,11/18/2023,11/24/2023,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.31
2023,November,11/18/2023,11/24/2023,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.76
2023,November,11/18/2023,11/24/2023,National,Large Brown,Per Carton,USDA Organic,4.97
2023,November,11/18/2023,11/24/2023,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.89
2023,November,11/18/2023,11/24/2023,National,Large White,Per Carton,Conventional,1.7
2023,November,11/18/2023,11/24/2023,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.74
2023,November,11/18/2023,11/24/2023,National,Large White,Per Carton,USDA Organic,4.49
2023,November,11/18/2023,11/24/2023,NorthEast,Extra Large Brown,Per Carton,USDA Organic,3
2023,November,11/18/2023,11/24/2023,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2023,November,11/18/2023,11/24/2023,NorthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.69
2023,November,11/18/2023,11/24/2023,NorthEast,Large Brown,Per Carton,USDA Organic,4.99
2023,November,11/18/2023,11/24/2023,NorthEast,Large White,Per Carton,Conventional,1.64
2023,November,11/18/2023,11/24/2023,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.73
