report begin date,report end date,month,region,type,price unit,environment,price avg
10/12/2019,10/18/2019,October,SouthWest,WHITE MEDIUM,Per Carton,Conventional,0.95
10/26/2019,11/1/2019,October,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.74
10/26/2019,11/1/2019,October,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.99
10/26/2019,11/1/2019,October,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
10/26/2019,11/1/2019,October,Hawaii,BROWN LARGE,Per Carton,USDA Organic,3.99
10/26/2019,11/1/2019,October,Hawaii,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.29
10/26/2019,11/1/2019,October,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.43
10/26/2019,11/1/2019,October,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.98
10/26/2019,11/1/2019,October,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.69
10/26/2019,11/1/2019,October,MidWest,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,MidWest,WHITE LARGE,Per Carton,Conventional,0.96
10/26/2019,11/1/2019,October,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.09
10/26/2019,11/1/2019,October,MidWest,WHITE LARGE,Per Carton,USDA Organic,2.99
10/26/2019,11/1/2019,October,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.92
10/26/2019,11/1/2019,October,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.72
10/26/2019,11/1/2019,October,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.43
10/26/2019,11/1/2019,October,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,1.84
10/26/2019,11/1/2019,October,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.84
10/26/2019,11/1/2019,October,National,BROWN LARGE,Per Carton,USDA Organic,3.29
10/26/2019,11/1/2019,October,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.54
10/26/2019,11/1/2019,October,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.30
10/26/2019,11/1/2019,October,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.31
10/26/2019,11/1/2019,October,National,WHITE LARGE,Per Carton,Conventional,1.16
10/26/2019,11/1/2019,October,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.27
10/26/2019,11/1/2019,October,National,WHITE LARGE,Per Carton,USDA Organic,2.99
10/26/2019,11/1/2019,October,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.72
10/26/2019,11/1/2019,October,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
10/26/2019,11/1/2019,October,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.13
10/26/2019,11/1/2019,October,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.82
10/26/2019,11/1/2019,October,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
10/26/2019,11/1/2019,October,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
10/26/2019,11/1/2019,October,NorthEast,WHITE LARGE,Per Carton,Conventional,1.32
10/26/2019,11/1/2019,October,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.30
10/26/2019,11/1/2019,October,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.66
10/26/2019,11/1/2019,October,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.98
10/26/2019,11/1/2019,October,NorthWest,WHITE LARGE,Per Carton,Conventional,0.94
10/26/2019,11/1/2019,October,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.90
10/26/2019,11/1/2019,October,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.37
10/26/2019,11/1/2019,October,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,1.89
10/26/2019,11/1/2019,October,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,1.84
10/26/2019,11/1/2019,October,SouthCentral,WHITE EXTRA LARGE,Per Carton,Conventional,1.49
10/26/2019,11/1/2019,October,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.94
10/26/2019,11/1/2019,October,SouthCentral,WHITE LARGE,Per Carton,Conventional,0.92
10/26/2019,11/1/2019,October,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.23
10/26/2019,11/1/2019,October,SouthCentral,WHITE LARGE,Per Carton,USDA Organic,2.99
10/26/2019,11/1/2019,October,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.50
10/26/2019,11/1/2019,October,SouthEast,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,1.84
10/26/2019,11/1/2019,October,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.05
10/26/2019,11/1/2019,October,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.97
10/26/2019,11/1/2019,October,SouthEast,WHITE EXTRA LARGE,Per Carton,Conventional,0.98
10/26/2019,11/1/2019,October,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.13
10/26/2019,11/1/2019,October,SouthEast,WHITE LARGE,Per Carton,Conventional,1.07
10/26/2019,11/1/2019,October,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.38
10/26/2019,11/1/2019,October,SouthWest,BROWN EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.99
10/26/2019,11/1/2019,October,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.33
10/26/2019,11/1/2019,October,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.99
10/26/2019,11/1/2019,October,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.44
10/26/2019,11/1/2019,October,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.66
10/26/2019,11/1/2019,October,SouthWest,WHITE LARGE,Per Carton,Conventional,1.50
10/26/2019,11/1/2019,October,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
10/26/2019,11/1/2019,October,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.52
11/2/2019,11/8/2019,November,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
11/2/2019,11/8/2019,November,Alaska,WHITE LARGE,Per Carton,Conventional,2.17
11/2/2019,11/8/2019,November,Hawaii,WHITE LARGE,Per Carton,Conventional,1.66
11/2/2019,11/8/2019,November,Hawaii,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
11/2/2019,11/8/2019,November,MidWest,BROWN EXTRA LARGE,Per Carton,Conventional,1.50
11/2/2019,11/8/2019,November,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.00
11/2/2019,11/8/2019,November,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,3.49
11/2/2019,11/8/2019,November,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.64
11/2/2019,11/8/2019,November,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
11/2/2019,11/8/2019,November,MidWest,WHITE LARGE,Per Carton,Conventional,1.00
11/2/2019,11/8/2019,November,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.34
11/2/2019,11/8/2019,November,MidWest,WHITE LARGE,Per Carton,Vegatarian-Fed,2.59
11/2/2019,11/8/2019,November,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.69
11/2/2019,11/8/2019,November,National,BROWN EXTRA LARGE,Per Carton,Conventional,1.50
11/2/2019,11/8/2019,November,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.63
11/2/2019,11/8/2019,November,National,BROWN LARGE,Per Carton,Conventional,1.49
11/2/2019,11/8/2019,November,National,BROWN LARGE,Per Carton,USDA Organic,4.32
11/2/2019,11/8/2019,November,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.65
11/2/2019,11/8/2019,November,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.99
11/2/2019,11/8/2019,November,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
11/2/2019,11/8/2019,November,National,WHITE EXTRA LARGE,Per Carton,Vegatarian-Fed,2.50
11/2/2019,11/8/2019,November,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
11/2/2019,11/8/2019,November,National,WHITE LARGE,Per Carton,Conventional,1.32
11/2/2019,11/8/2019,November,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.19
11/2/2019,11/8/2019,November,National,WHITE LARGE,Per Carton,Vegatarian-Fed,2.62
11/2/2019,11/8/2019,November,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.52
11/2/2019,11/8/2019,November,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.53
11/2/2019,11/8/2019,November,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,1.99
11/2/2019,11/8/2019,November,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
11/2/2019,11/8/2019,November,NorthEast,WHITE EXTRA LARGE,Per Carton,Vegatarian-Fed,2.50
11/2/2019,11/8/2019,November,NorthEast,WHITE LARGE,Per Carton,Conventional,1.38
11/2/2019,11/8/2019,November,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.01
11/2/2019,11/8/2019,November,NorthEast,WHITE LARGE,Per Carton,Vegatarian-Fed,2.66
11/2/2019,11/8/2019,November,NorthEast,WHITE MEDIUM,Per Carton,Conventional,2.52
11/2/2019,11/8/2019,November,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.18
11/2/2019,11/8/2019,November,NorthWest,WHITE LARGE,Per Carton,Conventional,1.48
11/2/2019,11/8/2019,November,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.66
11/2/2019,11/8/2019,November,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
11/2/2019,11/8/2019,November,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.91
11/2/2019,11/8/2019,November,SouthCentral,BROWN LARGE,Per Carton,Conventional,1.49
11/2/2019,11/8/2019,November,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
11/2/2019,11/8/2019,November,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.04
11/2/2019,11/8/2019,November,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.43
11/2/2019,11/8/2019,November,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.26
11/2/2019,11/8/2019,November,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
11/2/2019,11/8/2019,November,SouthEast,WHITE EXTRA LARGE,Per Carton,Vegatarian-Fed,2.50
11/2/2019,11/8/2019,November,SouthEast,WHITE LARGE,Per Carton,Conventional,0.93
11/2/2019,11/8/2019,November,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
11/2/2019,11/8/2019,November,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.53
11/2/2019,11/8/2019,November,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.66
11/2/2019,11/8/2019,November,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.99
11/2/2019,11/8/2019,November,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,2.69
11/2/2019,11/8/2019,November,SouthWest,WHITE LARGE,Per Carton,Conventional,1.41
11/2/2019,11/8/2019,November,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.36
11/2/2019,11/8/2019,November,SouthWest,WHITE MEDIUM,Per Carton,Conventional,2.25
11/9/2019,11/15/2019,November,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.52
11/9/2019,11/15/2019,November,Hawaii,WHITE LARGE,Per Carton,Conventional,1.70
11/9/2019,11/15/2019,November,MidWest,BROWN EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.99
11/9/2019,11/15/2019,November,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.37
11/9/2019,11/15/2019,November,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.49
11/9/2019,11/15/2019,November,MidWest,WHITE LARGE,Per Carton,Conventional,1.23
11/9/2019,11/15/2019,November,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.06
11/9/2019,11/15/2019,November,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.89
11/9/2019,11/15/2019,November,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.89
11/9/2019,11/15/2019,November,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.79
11/9/2019,11/15/2019,November,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.49
11/9/2019,11/15/2019,November,National,BROWN LARGE,Per Carton,USDA Organic,3.64
11/9/2019,11/15/2019,November,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
11/9/2019,11/15/2019,November,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.43
11/9/2019,11/15/2019,November,National,WHITE LARGE,Per Carton,Conventional,1.52
11/9/2019,11/15/2019,November,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.43
11/9/2019,11/15/2019,November,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.89
11/9/2019,11/15/2019,November,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.26
11/9/2019,11/15/2019,November,NorthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.49
11/9/2019,11/15/2019,November,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.11
11/9/2019,11/15/2019,November,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
11/9/2019,11/15/2019,November,NorthEast,WHITE LARGE,Per Carton,Conventional,1.70
11/9/2019,11/15/2019,November,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.39
11/9/2019,11/15/2019,November,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.69
11/9/2019,11/15/2019,November,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.49
11/9/2019,11/15/2019,November,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.50
11/9/2019,11/15/2019,November,NorthWest,WHITE LARGE,Per Carton,Conventional,0.86
11/9/2019,11/15/2019,November,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
11/9/2019,11/15/2019,November,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.91
11/9/2019,11/15/2019,November,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.49
11/9/2019,11/15/2019,November,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
11/9/2019,11/15/2019,November,SouthCentral,WHITE EXTRA LARGE,Per Carton,Conventional,1.25
11/9/2019,11/15/2019,November,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.39
11/9/2019,11/15/2019,November,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.40
11/9/2019,11/15/2019,November,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
11/9/2019,11/15/2019,November,SouthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.49
11/9/2019,11/15/2019,November,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.54
11/9/2019,11/15/2019,November,SouthEast,WHITE LARGE,Per Carton,Conventional,1.31
11/9/2019,11/15/2019,November,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.43
11/9/2019,11/15/2019,November,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.69
11/9/2019,11/15/2019,November,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
11/9/2019,11/15/2019,November,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.49
11/9/2019,11/15/2019,November,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.47
11/9/2019,11/15/2019,November,SouthWest,WHITE LARGE,Per Carton,Conventional,1.72
11/16/2019,11/22/2019,November,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.79
11/16/2019,11/22/2019,November,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.79
11/16/2019,11/22/2019,November,Alaska,WHITE EXTRA LARGE,Per Carton,Conventional,2.50
11/16/2019,11/22/2019,November,Alaska,WHITE LARGE,Per Carton,Conventional,1.50
11/16/2019,11/22/2019,November,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.67
11/16/2019,11/22/2019,November,Hawaii,BROWN LARGE,Per Carton,USDA Organic,3.79
11/16/2019,11/22/2019,November,Hawaii,WHITE LARGE,Per Carton,Conventional,1.50
11/16/2019,11/22/2019,November,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.79
11/16/2019,11/22/2019,November,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.51
11/16/2019,11/22/2019,November,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.79
11/16/2019,11/22/2019,November,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.50
11/16/2019,11/22/2019,November,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
11/16/2019,11/22/2019,November,MidWest,WHITE LARGE,Per Carton,Conventional,1.30
11/16/2019,11/22/2019,November,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.62
11/16/2019,11/22/2019,November,MidWest,WHITE LARGE,Per Carton,USDA Organic,3.99
11/16/2019,11/22/2019,November,MidWest,WHITE MEDIUM,Per Carton,Conventional,1.07
11/16/2019,11/22/2019,November,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.47
11/16/2019,11/22/2019,November,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.83
11/16/2019,11/22/2019,November,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.55
11/16/2019,11/22/2019,November,National,BROWN LARGE,Per Carton,Conventional,1.00
11/16/2019,11/22/2019,November,National,BROWN LARGE,Per Carton,USDA Organic,3.85
11/16/2019,11/22/2019,November,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.66
11/16/2019,11/22/2019,November,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.55
11/16/2019,11/22/2019,November,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.21
11/16/2019,11/22/2019,November,National,WHITE LARGE,Per Carton,Conventional,1.31
11/16/2019,11/22/2019,November,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.29
11/16/2019,11/22/2019,November,National,WHITE LARGE,Per Carton,USDA Organic,3.77
11/16/2019,11/22/2019,November,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.54
11/16/2019,11/22/2019,November,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
11/16/2019,11/22/2019,November,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.10
11/16/2019,11/22/2019,November,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.83
11/16/2019,11/22/2019,November,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.63
11/16/2019,11/22/2019,November,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
11/16/2019,11/22/2019,November,NorthEast,WHITE LARGE,Per Carton,Conventional,1.68
11/16/2019,11/22/2019,November,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.39
11/16/2019,11/22/2019,November,NorthEast,WHITE MEDIUM,Per Carton,Conventional,1.79
11/16/2019,11/22/2019,November,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.77
11/16/2019,11/22/2019,November,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.79
11/16/2019,11/22/2019,November,NorthWest,WHITE LARGE,Per Carton,Conventional,1.10
11/16/2019,11/22/2019,November,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
11/16/2019,11/22/2019,November,SouthCentral,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
11/16/2019,11/22/2019,November,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.23
11/16/2019,11/22/2019,November,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.79
11/16/2019,11/22/2019,November,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
11/16/2019,11/22/2019,November,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.29
11/16/2019,11/22/2019,November,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.18
11/16/2019,11/22/2019,November,SouthCentral,WHITE LARGE,Per Carton,USDA Organic,3.99
11/16/2019,11/22/2019,November,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.63
11/16/2019,11/22/2019,November,SouthEast,BROWN LARGE,Per Carton,Conventional,1.00
11/16/2019,11/22/2019,November,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.93
11/16/2019,11/22/2019,November,SouthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.74
11/16/2019,11/22/2019,November,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.93
11/16/2019,11/22/2019,November,SouthEast,WHITE LARGE,Per Carton,Conventional,1.13
11/16/2019,11/22/2019,November,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.01
11/16/2019,11/22/2019,November,SouthEast,WHITE LARGE,Per Carton,USDA Organic,3.49
11/16/2019,11/22/2019,November,SouthEast,WHITE MEDIUM,Per Carton,Conventional,1.00
11/16/2019,11/22/2019,November,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.56
11/16/2019,11/22/2019,November,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.87
11/16/2019,11/22/2019,November,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.47
11/16/2019,11/22/2019,November,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
11/16/2019,11/22/2019,November,SouthWest,WHITE LARGE,Per Carton,Conventional,1.25
11/16/2019,11/22/2019,November,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.45
11/16/2019,11/22/2019,November,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.62
11/23/2019,11/29/2019,November,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.79
11/23/2019,11/29/2019,November,Alaska,WHITE LARGE,Per Carton,Conventional,1.25
11/23/2019,11/29/2019,November,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.67
11/23/2019,11/29/2019,November,Hawaii,WHITE LARGE,Per Carton,Conventional,1.50
11/23/2019,11/29/2019,November,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.77
11/23/2019,11/29/2019,November,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.48
11/23/2019,11/29/2019,November,MidWest,BROWN LARGE,Per Carton,USDA Organic,2.66
11/23/2019,11/29/2019,November,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.50
11/23/2019,11/29/2019,November,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.00
11/23/2019,11/29/2019,November,MidWest,WHITE LARGE,Per Carton,Conventional,1.14
11/23/2019,11/29/2019,November,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.20
11/23/2019,11/29/2019,November,MidWest,WHITE MEDIUM,Per Carton,Conventional,2.44
11/23/2019,11/29/2019,November,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.50
11/23/2019,11/29/2019,November,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.77
11/23/2019,11/29/2019,November,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.50
11/23/2019,11/29/2019,November,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.44
11/23/2019,11/29/2019,November,National,BROWN LARGE,Per Carton,Conventional,1.00
11/23/2019,11/29/2019,November,National,BROWN LARGE,Per Carton,USDA Organic,3.69
11/23/2019,11/29/2019,November,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.23
11/23/2019,11/29/2019,November,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.97
11/23/2019,11/29/2019,November,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
11/23/2019,11/29/2019,November,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.72
11/23/2019,11/29/2019,November,National,WHITE LARGE,Per Carton,Conventional,1.20
11/23/2019,11/29/2019,November,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.16
11/23/2019,11/29/2019,November,National,WHITE LARGE,Per Carton,USDA Organic,3.49
11/23/2019,11/29/2019,November,National,WHITE LARGE,Per Carton,Vegatarian-Fed,2.49
11/23/2019,11/29/2019,November,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.50
11/23/2019,11/29/2019,November,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.92
11/23/2019,11/29/2019,November,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.99
11/23/2019,11/29/2019,November,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.15
11/23/2019,11/29/2019,November,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
11/23/2019,11/29/2019,November,NorthEast,WHITE LARGE,Per Carton,Conventional,0.88
11/23/2019,11/29/2019,November,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.21
11/23/2019,11/29/2019,November,NorthEast,WHITE LARGE,Per Carton,Vegatarian-Fed,2.49
11/23/2019,11/29/2019,November,NorthEast,WHITE MEDIUM,Per Carton,Conventional,1.34
11/23/2019,11/29/2019,November,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.48
11/23/2019,11/29/2019,November,NorthWest,WHITE LARGE,Per Carton,Conventional,1.33
11/23/2019,11/29/2019,November,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
11/23/2019,11/29/2019,November,SouthCentral,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.50
11/23/2019,11/29/2019,November,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.24
11/23/2019,11/29/2019,November,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,2.66
